STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Sporadic,Dec-19-2015,50,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Sporadic,Dec-26-2015,51,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Local Activity,Jan-02-2016,52,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Sporadic,Jan-09-2016,1,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Jan-16-2016,2,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Jan-23-2016,3,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Jan-30-2016,4,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Feb-06-2016,5,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Feb-13-2016,6,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Feb-20-2016,7,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Feb-27-2016,8,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,Mar-05-2016,9,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Mar-12-2016,10,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Mar-19-2016,11,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Mar-26-2016,12,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Apr-02-2016,13,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Apr-09-2016,14,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Apr-16-2016,15,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Apr-23-2016,16,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Widespread,Apr-30-2016,17,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,May-07-2016,18,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,May-14-2016,19,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Regional,May-21-2016,20,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",No Activity,Oct-10-2015,40,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",No Activity,Oct-17-2015,41,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",No Activity,Oct-24-2015,42,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",No Activity,Oct-31-2015,43,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Sporadic,Nov-07-2015,44,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Sporadic,Nov-14-2015,45,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",No Activity,Nov-21-2015,46,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,Nov-28-2015,47,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,Dec-05-2015,48,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Regional,Dec-12-2015,49,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Regional,Dec-19-2015,50,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Regional,Dec-26-2015,51,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Jan-02-2016,52,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,Jan-09-2016,1,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Jan-16-2016,2,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Jan-23-2016,3,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Regional,Jan-30-2016,4,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Regional,Feb-06-2016,5,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Feb-13-2016,6,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Feb-20-2016,7,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Feb-27-2016,8,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Mar-05-2016,9,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Mar-12-2016,10,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Mar-19-2016,11,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Mar-26-2016,12,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Widespread,Apr-02-2016,13,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Regional,Apr-09-2016,14,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,Apr-16-2016,15,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,Apr-23-2016,16,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,Apr-30-2016,17,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Local Activity,May-07-2016,18,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Sporadic,May-14-2016,19,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Sporadic,May-21-2016,20,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Sporadic,Oct-10-2015,40,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Oct-17-2015,41,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Oct-24-2015,42,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Sporadic,Oct-31-2015,43,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Nov-07-2015,44,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Sporadic,Nov-14-2015,45,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Sporadic,Nov-21-2015,46,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Nov-28-2015,47,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Dec-05-2015,48,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Dec-12-2015,49,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Local Activity,Dec-19-2015,50,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,Dec-26-2015,51,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,Jan-02-2016,52,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,Jan-09-2016,1,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Jan-16-2016,2,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Jan-23-2016,3,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Jan-30-2016,4,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Feb-06-2016,5,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Feb-13-2016,6,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Feb-20-2016,7,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Feb-27-2016,8,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Mar-05-2016,9,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Mar-12-2016,10,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Mar-19-2016,11,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Mar-26-2016,12,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Apr-02-2016,13,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Apr-09-2016,14,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Apr-16-2016,15,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Widespread,Apr-23-2016,16,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,Apr-30-2016,17,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,May-07-2016,18,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,May-14-2016,19,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Regional,May-21-2016,20,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Oct-10-2015,40,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Oct-17-2015,41,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Oct-24-2015,42,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Oct-31-2015,43,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Nov-07-2015,44,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Nov-14-2015,45,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Nov-21-2015,46,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Nov-28-2015,47,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Dec-05-2015,48,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Dec-12-2015,49,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Dec-19-2015,50,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Dec-26-2015,51,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Jan-02-2016,52,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Sporadic,Jan-09-2016,1,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,Jan-16-2016,2,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,Jan-23-2016,3,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,Jan-30-2016,4,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Regional,Feb-06-2016,5,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Regional,Feb-13-2016,6,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Feb-20-2016,7,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Feb-27-2016,8,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Mar-05-2016,9,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Mar-12-2016,10,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Mar-19-2016,11,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Mar-26-2016,12,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Widespread,Apr-02-2016,13,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Regional,Apr-09-2016,14,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Regional,Apr-16-2016,15,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Regional,Apr-23-2016,16,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,Apr-30-2016,17,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,May-07-2016,18,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,May-14-2016,19,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Local Activity,May-21-2016,20,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Oct-10-2015,40,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Oct-17-2015,41,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Oct-24-2015,42,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Oct-31-2015,43,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Nov-07-2015,44,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Nov-14-2015,45,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Nov-21-2015,46,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Nov-28-2015,47,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Dec-05-2015,48,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Dec-12-2015,49,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Regional,Dec-19-2015,50,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Local Activity,Dec-26-2015,51,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Sporadic,Jan-02-2016,52,2015-16
